Record,Date,TIMEVALUE,Serial Time,Time Test,Temp (F),Temp (C ),dew_pt,hum,Wind Speed (mph),Wind Speed (m/s),Vh,Power Generation,KWH,Capacity Factor,wind_gust,dir,vis,pressure,wind_chill,heat_index,precip,precip_rate,precip_total,Weather Condition,fog,rain,snow,hail,thunder,tornado,Condition
4551,7/8/2016 14:51,2:51:00 PM,3677151060,1,80.1,26.72,73.9,81,17.3,7.73,15.43,2000000,2000,1,NA,ESE,10,29.81,NA,84.5,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4552,7/8/2016 15:51,3:51:00 PM,3677154660,1,78.1,25.61,72,81,15,6.71,13.38,2000000,2000,1,NA,ESE,10,29.81,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4553,7/8/2016 16:51,4:51:00 PM,3677158260,1,78.1,25.61,71.1,79,12.7,5.68,11.33,1682415.79,1682.42,0.84,21.9,ESE,10,29.82,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4554,7/8/2016 17:51,5:51:00 PM,3677161860,1,73,22.78,69.1,87,13.8,6.17,12.31,2000000,2000,1,NA,ESE,10,29.83,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4555,7/8/2016 18:51,6:51:00 PM,3677165460,1,71.1,21.72,69.1,93,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,9,29.84,NA,NA,0.02,NA,NA,Light Rain,0,1,0,0,0,0,5
4556,7/8/2016 19:51,7:51:00 PM,3677169060,1,71.1,21.72,66.9,87,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,29.85,NA,NA,0,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4557,7/8/2016 20:51,8:51:00 PM,3677172660,1,70,21.11,64.9,84,15,6.71,13.38,2000000,2000,1,24.2,ESE,10,29.86,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4566,7/9/2016 5:51,5:51:00 AM,3677205060,1,66,18.89,61,84,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,ESE,10,29.86,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4573,7/9/2016 12:51,12:51:00 PM,3677230260,1,70,21.11,66,87,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,29.86,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4574,7/9/2016 13:51,1:51:00 PM,3677233860,1,71.1,21.72,66,84,15,6.71,13.38,2000000,2000,1,NA,ESE,10,29.86,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4576,7/9/2016 15:51,3:51:00 PM,3677241060,1,71.1,21.72,66,84,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,29.85,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4577,7/9/2016 16:51,4:51:00 PM,3677244660,1,70,21.11,66.9,90,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,29.84,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4578,7/9/2016 17:51,5:51:00 PM,3677248260,1,70,21.11,66,87,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,8,29.82,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4580,7/9/2016 19:51,7:51:00 PM,3677255460,1,69.1,20.61,64,84,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,29.83,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4584,7/9/2016 23:51,11:51:00 PM,3677269860,1,68,20,64.9,90,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,8,29.83,NA,NA,0.24,NA,NA,Light Rain,0,1,0,0,0,0,5
4698,7/14/2016 17:51,5:51:00 PM,3677680260,1,81,27.22,77,88,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,29.81,NA,87.9,0.19,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4701,7/14/2016 20:51,8:51:00 PM,3677691060,1,80.1,26.72,73.9,81,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,29.82,NA,84.5,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4740,7/16/2016 11:51,11:51:00 AM,3677831460,1,88,31.11,66,48,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,30.04,NA,90.3,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5014,7/27/2016 21:51,9:51:00 PM,3678817860,1,78.1,25.61,73,84,5.8,2.59,5.17,160252.99,160.25,0.08,NA,ESE,10,29.93,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5016,7/27/2016 23:51,11:51:00 PM,3678825060,1,77,25,73,88,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,29.92,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5075,7/30/2016 10:51,10:51:00 AM,3679037460,1,84,28.89,71.1,65,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,9,30.01,NA,89,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5086,7/30/2016 21:51,9:51:00 PM,3679077060,1,75.9,24.39,72,87,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,30.06,NA,NA,0.01,NA,NA,Light Rain,0,1,0,0,0,0,5
5088,7/30/2016 23:51,11:51:00 PM,3679084260,1,75.9,24.39,73,91,5.8,2.59,5.17,160252.99,160.25,0.08,NA,ESE,10,30.04,NA,NA,0,NA,NA,Overcast,0,0,0,0,0,0,5
5093,7/31/2016 4:51,4:51:00 AM,3679102260,1,75,23.89,72,90,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,9,29.99,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
5094,7/31/2016 5:51,5:51:00 AM,3679105860,1,75,23.89,72,90,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ESE,8,30.01,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
5098,7/31/2016 9:51,9:51:00 AM,3679120260,1,79,26.11,72,79,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,ESE,8,30.02,NA,NA,0,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5101,7/31/2016 12:51,12:51:00 PM,3679131060,1,77,25,72,84,16.1,7.2,14.36,2000000,2000,1,NA,ESE,6,30.02,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
5103,7/31/2016 14:51,2:51:00 PM,3679138260,1,80.1,26.72,73,79,17.3,7.73,15.43,2000000,2000,1,NA,ESE,10,30.01,NA,84.2,NA,NA,NA,Overcast,0,0,0,0,0,0,5
5108,7/31/2016 19:51,7:51:00 PM,3679156260,1,75,23.89,71.1,87,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,30,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5123,8/1/2016 10:51,10:51:00 AM,3679210260,1,75,23.89,68,79,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,30.08,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5124,8/1/2016 11:51,11:51:00 AM,3679213860,1,75,23.89,66,73,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,30.08,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
5127,8/1/2016 14:51,2:51:00 PM,3679224660,1,77,25,66,69,3.5,1.56,3.12,35214.89,35.21,0.02,NA,ESE,10,30.06,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
5131,8/1/2016 18:51,6:51:00 PM,3679239060,1,73.9,23.28,68,82,13.8,6.17,12.31,2000000,2000,1,NA,ESE,10,30.04,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
5151,8/2/2016 14:51,2:51:00 PM,3679311060,1,73.9,23.28,66.9,79,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,30.12,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5171,8/3/2016 10:51,10:51:00 AM,3679383060,1,77,25,55,47,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ESE,10,30.19,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5173,8/3/2016 12:51,12:51:00 PM,3679390260,1,78.1,25.61,53.1,42,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,30.19,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5177,8/3/2016 16:51,4:51:00 PM,3679404660,1,78.1,25.61,57.9,50,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,ESE,10,30.16,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5178,8/3/2016 17:51,5:51:00 PM,3679408260,1,75.9,24.39,59,56,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,30.16,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5179,8/3/2016 18:51,6:51:00 PM,3679411860,1,75,23.89,57.9,55,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,30.16,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5180,8/3/2016 19:51,7:51:00 PM,3679415460,1,73,22.78,57.9,59,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,30.17,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5181,8/3/2016 20:51,8:51:00 PM,3679419060,1,71.1,21.72,61,70,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,30.17,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5182,8/3/2016 21:51,9:51:00 PM,3679422660,1,71.1,21.72,63,75,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,30.17,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5183,8/3/2016 22:51,10:51:00 PM,3679426260,1,70,21.11,62.1,76,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,30.18,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5428,8/14/2016 3:51,3:51:00 AM,3680308260,1,84,28.89,70,63,5.8,2.59,5.17,160252.99,160.25,0.08,NA,ESE,10,29.89,NA,88.4,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
5578,8/20/2016 9:51,9:51:00 AM,3680848260,1,82.9,28.28,73,72,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,29.95,NA,88.8,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5592,8/20/2016 23:51,11:51:00 PM,3680898660,1,79,26.11,72,79,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,29.94,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5593,8/21/2016 0:51,12:51:00 AM,3680902260,1,78.1,25.61,72,81,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,29.93,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5594,8/21/2016 1:51,1:51:00 AM,3680905860,1,78.1,25.61,72,81,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,29.91,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5595,8/21/2016 2:51,2:51:00 AM,3680909460,1,78.1,25.61,72,81,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,29.9,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5597,8/21/2016 4:51,4:51:00 AM,3680916660,1,77,25,72,84,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ESE,10,29.88,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5598,8/21/2016 5:51,5:51:00 AM,3680920260,1,77,25,73,88,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ESE,10,29.88,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5599,8/21/2016 6:51,6:51:00 AM,3680923860,1,78.1,25.61,73.9,87,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ESE,10,29.88,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5603,8/21/2016 10:51,10:51:00 AM,3680938260,1,82.9,28.28,75.9,79,12.7,5.68,11.33,1682415.79,1682.42,0.84,18.4,ESE,10,29.89,NA,90.8,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
5758,8/27/2016 21:51,9:51:00 PM,3681496260,1,79,26.11,59,50,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,30.23,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
5818,8/30/2016 9:51,9:51:00 AM,3681712260,1,78.1,25.61,62.1,58,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,30.18,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
6069,9/9/2016 20:51,8:51:00 PM,3682615860,1,82,27.78,71.1,69,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,29.96,NA,86.3,0,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
6082,9/10/2016 9:51,9:51:00 AM,3682662660,1,81,27.22,72,74,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,30.02,NA,85.2,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
6131,9/12/2016 10:51,10:51:00 AM,3682839060,1,75,23.89,48.9,40,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,30.27,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
6230,9/16/2016 13:51,1:51:00 PM,3683195460,1,73,22.78,51.1,46,13.8,6.17,12.31,2000000,2000,1,21.9,ESE,10,30.32,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
6300,9/19/2016 11:51,11:51:00 AM,3683447460,1,71.1,21.72,69.1,93,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,6,30.03,NA,NA,0.12,NA,NA,Light Rain,0,1,0,0,0,0,5
6302,9/19/2016 13:51,1:51:00 PM,3683454660,1,71.1,21.72,68,90,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,9,30.06,NA,NA,0.02,NA,NA,Light Rain,0,1,0,0,0,0,5
6303,9/19/2016 14:51,2:51:00 PM,3683458260,1,72,22.22,66.9,84,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,30.08,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
6304,9/19/2016 15:51,3:51:00 PM,3683461860,1,72,22.22,66.9,84,5.8,2.59,5.17,160252.99,160.25,0.08,NA,ESE,10,30.04,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
6307,9/19/2016 18:51,6:51:00 PM,3683472660,1,71.1,21.72,68,90,3.5,1.56,3.12,35214.89,35.21,0.02,NA,ESE,10,30.06,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
6377,9/22/2016 16:51,4:51:00 PM,3683724660,1,80.1,26.72,48,32,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,30.12,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
6378,9/22/2016 17:51,5:51:00 PM,3683728260,1,78.1,25.61,48.9,36,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,30.1,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
6466,9/26/2016 9:51,9:51:00 AM,3684045060,1,66,18.89,46,48,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ESE,10,30.2,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
6467,9/26/2016 10:51,10:51:00 AM,3684048660,1,69.1,20.61,46.9,45,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,ESE,10,30.19,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
6617,10/2/2016 16:51,4:51:00 PM,3684588660,1,64,17.78,57.9,80,3.5,1.56,3.12,35214.89,35.21,0.02,NA,ESE,10,30.05,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
6688,10/5/2016 15:51,3:51:00 PM,3684844260,1,66,18.89,53.1,63,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,30.28,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
6719,10/6/2016 22:51,10:51:00 PM,3684955860,1,57,13.89,53.1,87,3.5,1.56,3.12,35214.89,35.21,0.02,NA,ESE,10,30.32,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0,1
6732,10/7/2016 11:51,11:51:00 AM,3685002660,1,71.1,21.72,55.9,59,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,30.29,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
6733,10/7/2016 12:51,12:51:00 PM,3685006260,1,73,22.78,54,51,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,30.27,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
6739,10/7/2016 18:51,6:51:00 PM,3685027860,1,63,17.22,55,75,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,30.23,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
6756,10/8/2016 11:51,11:51:00 AM,3685089060,1,71.1,21.72,62.1,73,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,30.1,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
6762,10/8/2016 17:51,5:51:00 PM,3685110660,1,68,20,64.9,90,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,30.03,NA,NA,0.01,NA,NA,Light Rain,0,1,0,0,0,0,5
6829,10/11/2016 12:51,12:51:00 PM,3685351860,1,63,17.22,39.9,43,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,30.48,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
6835,10/11/2016 18:51,6:51:00 PM,3685373460,1,57,13.89,45,64,3.5,1.56,3.12,35214.89,35.21,0.02,NA,ESE,10,30.43,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
6852,10/12/2016 11:51,11:51:00 AM,3685434660,1,63,17.22,48.9,60,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,30.38,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
6859,10/12/2016 18:51,6:51:00 PM,3685459860,1,60.1,15.61,53.1,78,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,30.25,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
6923,10/15/2016 10:51,10:51:00 AM,3685690260,1,61,16.11,44.1,54,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,10,30.46,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
6927,10/15/2016 14:51,2:51:00 PM,3685704660,1,64,17.78,46,52,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ESE,10,30.4,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
7055,10/20/2016 22:51,10:51:00 PM,3686165460,1,66.9,19.39,64,90,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,8,30,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
7057,10/21/2016 0:51,12:51:00 AM,3686172660,1,66.9,19.39,64.9,93,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ESE,7,29.96,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
7763,11/19/2016 10:51,10:51:00 AM,3688714260,1,59,15,44.1,58,16.1,7.2,14.36,2000000,2000,1,NA,ESE,10,29.91,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0,1
7764,11/19/2016 11:51,11:51:00 AM,3688717860,1,59,15,48,67,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,ESE,10,29.87,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
7765,11/19/2016 12:51,12:51:00 PM,3688721460,1,59,15,48.9,69,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,29.85,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
7766,11/19/2016 13:51,1:51:00 PM,3688725060,1,57.9,14.39,48.9,72,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ESE,10,29.81,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
7768,11/19/2016 15:51,3:51:00 PM,3688732260,1,57,13.89,50,77,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,29.75,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
7769,11/19/2016 16:51,4:51:00 PM,3688735860,1,55.9,13.28,50,80,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,10,29.73,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
8138,12/5/2016 1:51,1:51:00 AM,3690064260,1,42.1,5.61,28,58,5.8,2.59,5.17,160252.99,160.25,0.08,NA,ESE,10,30.08,38.4,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
8173,12/6/2016 12:51,12:51:00 PM,3690190260,1,46,7.78,28.9,51,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,30.07,41.9,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
8652,12/26/2016 11:51,11:51:00 AM,3691914660,1,43,6.11,28.9,58,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ESE,10,30.64,37.2,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
8654,12/26/2016 13:51,1:51:00 PM,3691921860,1,45,7.22,33.1,63,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,9,30.57,41.2,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
8655,12/26/2016 14:51,2:51:00 PM,3691925460,1,46,7.78,36,68,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ESE,10,30.53,41.9,NA,0,NA,NA,Overcast,0,0,0,0,0,0,5
8726,12/29/2016 13:51,1:51:00 PM,3692181060,1,46.9,8.28,43,86,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ESE,6,29.58,NA,NA,0.06,NA,NA,Light Rain,0,1,0,0,0,0,5
178,1/8/2016 9:51,9:51:00 AM,3661408260,1,41,5,30,65,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,ENE,10,30.25,34.3,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
181,1/8/2016 12:51,12:51:00 PM,3661419060,1,46,7.78,32,58,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ENE,10,30.21,41.4,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
187,1/8/2016 18:51,6:51:00 PM,3661440660,1,44.1,6.72,32,63,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ENE,10,30.21,39,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
189,1/8/2016 20:51,8:51:00 PM,3661447860,1,44.1,6.72,32,63,8.1,3.62,7.22,436492.95,436.49,0.22,NA,ENE,10,30.22,39.5,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
201,1/9/2016 8:51,8:51:00 AM,3661491060,1,43,6.11,37.9,82,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,ENE,10,30.19,36.4,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
202,1/9/2016 9:51,9:51:00 AM,3661494660,1,46,7.78,39,76,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ENE,10,30.22,41,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
214,1/9/2016 21:51,9:51:00 PM,3661537860,1,48.9,9.39,45,86,15,6.71,13.38,2000000,2000,1,NA,ENE,10,30.11,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
219,1/10/2016 2:51,2:51:00 AM,3661555860,1,50,10,46,86,20.7,9.25,18.46,2000000,2000,1,25.3,ENE,10,29.92,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
221,1/10/2016 4:51,4:51:00 AM,3661563060,1,51.1,10.61,48,89,20.7,9.25,18.46,2000000,2000,1,32.2,ENE,6,29.82,NA,NA,0.25,NA,NA,Heavy Rain,0,1,0,0,0,0,5
222,1/10/2016 5:51,5:51:00 AM,3661566660,1,52,11.11,50,93,19.6,8.76,17.48,2000000,2000,1,33.4,ENE,6,29.76,NA,NA,0.31,NA,NA,Rain,0,1,0,0,0,0,5
270,1/12/2016 5:51,5:51:00 AM,3661739460,1,25,-3.89,10,53,3.5,1.56,3.12,35214.89,35.21,0.02,NA,ENE,10,30.09,20.7,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
334,1/14/2016 21:51,9:51:00 PM,3661969860,1,36,2.22,21.9,57,5.8,2.59,5.17,160252.99,160.25,0.08,NA,ENE,10,30,31.1,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
338,1/15/2016 1:51,1:51:00 AM,3661984260,1,32,0,21,64,5.8,2.59,5.17,160252.99,160.25,0.08,NA,ENE,10,29.96,26.4,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
346,1/15/2016 9:51,9:51:00 AM,3662013060,1,43,6.11,30,60,4.6,2.06,4.1,79945.8,79.95,0.04,NA,ENE,10,29.93,40.3,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
360,1/15/2016 23:51,11:51:00 PM,3662063460,1,46,7.78,43,89,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ENE,10,29.54,42.5,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
361,1/16/2016 0:51,12:51:00 AM,3662067060,1,46.9,8.28,44.1,90,5.8,2.59,5.17,160252.99,160.25,0.08,NA,ENE,10,29.49,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
528,1/22/2016 23:51,11:51:00 PM,3662668260,1,27,-2.78,19,72,10.4,4.65,9.28,923894.09,923.89,0.46,NA,ENE,1.5,30.12,17.3,NA,0.01,NA,NA,Light Snow,0,0,1,0,0,0,5
648,1/27/2016 23:51,11:51:00 PM,3663100260,1,30.9,-0.61,19,61,3.5,1.56,3.12,35214.89,35.21,0.02,NA,ENE,10,30.14,27.5,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
904,2/7/2016 15:51,3:51:00 PM,3664021860,1,42.1,5.61,25,51,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ENE,10,30.06,37.7,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
905,2/7/2016 16:51,4:51:00 PM,3664025460,1,42.1,5.61,26.1,53,6.9,3.08,6.15,269817.08,269.82,0.13,NA,ENE,10,30.05,37.7,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
909,2/7/2016 20:51,8:51:00 PM,3664039860,1,39,3.89,27,62,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ENE,10,29.98,32.8,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
935,2/8/2016 22:51,10:51:00 PM,3664133460,1,28.9,-1.72,24.1,82,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ENE,10,29.8,20.4,NA,0,NA,NA,Light Snow,0,0,1,0,0,0,5
936,2/8/2016 23:51,11:51:00 PM,3664137060,1,28,-2.22,24.1,85,9.2,4.11,8.21,639566.42,639.57,0.32,NA,ENE,8,29.78,19.3,NA,0,NA,NA,Light Snow,0,0,1,0,0,0,5
